Diff,Time1,Start,End,Time2,target
1322,-19.921875,60.0,2026-06-28 08:49:00+05:30,2026-06-28 08:50:00+05:30,120.0,0
1323,15.390625,120.0,2026-06-28 08:50:00+05:30,2026-06-28 08:52:00+05:30,60.0,0
1324,-11.94921875,60.0,2026-06-28 08:52:00+05:30,2026-06-28 08:53:00+05:30,120.0,0
1325,13.71875,120.0,2026-06-28 08:53:00+05:30,2026-06-28 08:55:00+05:30,120.0,0
1326,-6.05859375,120.0,2026-06-28 08:55:00+05:30,2026-06-28 08:57:00+05:30,60.0,0
1327,0.8984375,60.0,2026-06-28 08:57:00+05:30,2026-06-28 08:58:00+05:30,240.0,1
1328,-45.98828125,240.0,2026-06-28 08:58:00+05:30,2026-06-28 09:02:00+05:30,60.0,0
1329,18.08984375,60.0,2026-06-28 09:02:00+05:30,2026-06-28 09:03:00+05:30,120.0,0
1330,-33.87109375,120.0,2026-06-28 09:03:00+05:30,2026-06-28 09:05:00+05:30,120.0,0
1331,16.5703125,120.0,2026-06-28 09:05:00+05:30,2026-06-28 09:07:00+05:30,60.0,0
1332,-22.1796875,60.0,2026-06-28 09:07:00+05:30,2026-06-28 09:08:00+05:30,120.0,0
1333,13.75,120.0,2026-06-28 09:08:00+05:30,2026-06-28 09:10:00+05:30,180.0,1
1334,-25.671875,180.0,2026-06-28 09:10:00+05:30,2026-06-28 09:13:00+05:30,60.0,0
1335,12.7421875,60.0,2026-06-28 09:13:00+05:30,2026-06-28 09:14:00+05:30,180.0,1
1336,-6.640625,180.0,2026-06-28 09:14:00+05:30,2026-06-28 09:17:00+05:30,60.0,0
1337,16.55078125,60.0,2026-06-28 09:17:00+05:30,2026-06-28 09:18:00+05:30,60.0,0
1338,-15.54296875,60.0,2026-06-28 09:18:00+05:30,2026-06-28 09:19:00+05:30,60.0,0
1339,10.87109375,60.0,2026-06-28 09:19:00+05:30,2026-06-28 09:20:00+05:30,180.0,1
1340,-43.96875,180.0,2026-06-28 09:20:00+05:30,2026-06-28 09:23:00+05:30,60.0,0
1341,20.41015625,60.0,2026-06-28 09:23:00+05:30,2026-06-28 09:24:00+05:30,60.0,0
1342,-1.22265625,60.0,2026-06-28 09:24:00+05:30,2026-06-28 09:25:00+05:30,180.0,1
1343,32.08984375,180.0,2026-06-28 09:25:00+05:30,2026-06-28 09:28:00+05:30,60.0,0
1344,-18.16796875,60.0,2026-06-28 09:28:00+05:30,2026-06-28 09:29:00+05:30,120.0,0
1345,23.01171875,120.0,2026-06-28 09:29:00+05:30,2026-06-28 09:31:00+05:30,60.0,0
1346,-73.36328125,60.0,2026-06-28 09:31:00+05:30,2026-06-28 09:32:00+05:30,120.0,0
1347,62.40234375,120.0,2026-06-28 09:32:00+05:30,2026-06-28 09:34:00+05:30,60.0,0
1348,-15.6015625,60.0,2026-06-28 09:34:00+05:30,2026-06-28 09:35:00+05:30,180.0,1
1349,37.2421875,180.0,2026-06-28 09:35:00+05:30,2026-06-28 09:38:00+05:30,60.0,0
1350,-26.91015625,60.0,2026-06-28 09:38:00+05:30,2026-06-28 09:39:00+05:30,60.0,0
1351,5.30859375,60.0,2026-06-28 09:39:00+05:30,2026-06-28 09:40:00+05:30,60.0,0
1352,-11.26953125,60.0,2026-06-28 09:40:00+05:30,2026-06-28 09:41:00+05:30,60.0,0
1353,5.2578125,60.0,2026-06-28 09:41:00+05:30,2026-06-28 09:42:00+05:30,60.0,0
1354,-4.3984375,60.0,2026-06-28 09:42:00+05:30,2026-06-28 09:43:00+05:30,120.0,0
1355,33.640625,120.0,2026-06-28 09:43:00+05:30,2026-06-28 09:45:00+05:30,240.0,1
1356,-24.46875,240.0,2026-06-28 09:45:00+05:30,2026-06-28 09:49:00+05:30,180.0,1
1357,20.7890625,180.0,2026-06-28 09:49:00+05:30,2026-06-28 09:52:00+05:30,60.0,0
1358,-3.55078125,60.0,2026-06-28 09:52:00+05:30,2026-06-28 09:53:00+05:30,60.0,0
1359,7.25,60.0,2026-06-28 09:53:00+05:30,2026-06-28 09:54:00+05:30,120.0,0
1360,0.0,120.0,2026-06-28 09:54:00+05:30,2026-06-28 09:56:00+05:30,60.0,0
1361,1.73046875,60.0,2026-06-28 09:56:00+05:30,2026-06-28 09:57:00+05:30,60.0,0
1362,-34.7421875,60.0,2026-06-28 09:57:00+05:30,2026-06-28 09:58:00+05:30,60.0,0
1363,5.73046875,60.0,2026-06-28 09:58:00+05:30,2026-06-28 09:59:00+05:30,180.0,1
1364,-95.1171875,180.0,2026-06-28 09:59:00+05:30,2026-06-28 10:02:00+05:30,120.0,0
1365,15.1484375,120.0,2026-06-28 10:02:00+05:30,2026-06-28 10:04:00+05:30,60.0,0
1366,-2.05078125,60.0,2026-06-28 10:04:00+05:30,2026-06-28 10:05:00+05:30,60.0,0
1367,11.37890625,60.0,2026-06-28 10:05:00+05:30,2026-06-28 10:06:00+05:30,60.0,0
1368,-6.06640625,60.0,2026-06-28 10:06:00+05:30,2026-06-28 10:07:00+05:30,180.0,1
1369,30.58984375,180.0,2026-06-28 10:07:00+05:30,2026-06-28 10:10:00+05:30,60.0,0
1370,-15.33984375,60.0,2026-06-28 10:10:00+05:30,2026-06-28 10:11:00+05:30,180.0,1
1371,33.25,180.0,2026-06-28 10:11:00+05:30,2026-06-28 10:14:00+05:30,120.0,0
1372,-11.8515625,120.0,2026-06-28 10:14:00+05:30,2026-06-28 10:16:00+05:30,60.0,0
1373,21.41796875,60.0,2026-06-28 10:16:00+05:30,2026-06-28 10:17:00+05:30,60.0,0
1374,-8.578125,60.0,2026-06-28 10:17:00+05:30,2026-06-28 10:18:00+05:30,180.0,1
1375,3.390625,180.0,2026-06-28 10:18:00+05:30,2026-06-28 10:21:00+05:30,360.0,2
1376,-54.3203125,360.0,2026-06-28 10:21:00+05:30,2026-06-28 10:27:00+05:30,180.0,1
1377,10.7109375,180.0,2026-06-28 10:27:00+05:30,2026-06-28 10:30:00+05:30,300.0,1
1378,-163.6328125,300.0,2026-06-28 10:30:00+05:30,2026-06-28 10:35:00+05:30,120.0,0
1379,69.37109375,120.0,2026-06-28 10:35:00+05:30,2026-06-28 10:37:00+05:30,120.0,0
1380,-19.109375,120.0,2026-06-28 10:37:00+05:30,2026-06-28 10:39:00+05:30,120.0,0
1381,12.25,120.0,2026-06-28 10:39:00+05:30,2026-06-28 10:41:00+05:30,60.0,0
1382,-27.53125,60.0,2026-06-28 10:41:00+05:30,2026-06-28 10:42:00+05:30,180.0,1
1383,10.109375,180.0,2026-06-28 10:42:00+05:30,2026-06-28 10:45:00+05:30,60.0,0
1384,-21.41015625,60.0,2026-06-28 10:45:00+05:30,2026-06-28 10:46:00+05:30,60.0,0
1385,13.8828125,60.0,2026-06-28 10:46:00+05:30,2026-06-28 10:47:00+05:30,60.0,0
1386,-6.03125,60.0,2026-06-28 10:47:00+05:30,2026-06-28 10:48:00+05:30,60.0,0
1387,24.44921875,60.0,2026-06-28 10:48:00+05:30,2026-06-28 10:49:00+05:30,360.0,2
1388,-201.55859375,360.0,2026-06-28 10:49:00+05:30,2026-06-28 10:55:00+05:30,60.0,0
1389,9.6484375,60.0,2026-06-28 10:55:00+05:30,2026-06-28 10:56:00+05:30,60.0,0
1390,-31.05859375,60.0,2026-06-28 10:56:00+05:30,2026-06-28 10:57:00+05:30,60.0,0
1391,55.05859375,60.0,2026-06-28 10:57:00+05:30,2026-06-28 10:58:00+05:30,120.0,0
1392,-55.078125,120.0,2026-06-28 10:58:00+05:30,2026-06-28 11:00:00+05:30,300.0,1
1393,128.5390625,300.0,2026-06-28 11:00:00+05:30,2026-06-28 11:05:00+05:30,120.0,0
1394,-32.9296875,120.0,2026-06-28 11:05:00+05:30,2026-06-28 11:07:00+05:30,60.0,0
1395,22.5,60.0,2026-06-28 11:07:00+05:30,2026-06-28 11:08:00+05:30,60.0,0
1396,-5.4296875,60.0,2026-06-28 11:08:00+05:30,2026-06-28 11:09:00+05:30,60.0,0
1397,18.109375,60.0,2026-06-28 11:09:00+05:30,2026-06-28 11:10:00+05:30,60.0,0
1398,-20.69921875,60.0,2026-06-28 11:10:00+05:30,2026-06-28 11:11:00+05:30,120.0,0
1399,16.0,120.0,2026-06-28 11:11:00+05:30,2026-06-28 11:13:00+05:30,60.0,0
1400,-13.33203125,60.0,2026-06-28 11:13:00+05:30,2026-06-28 11:14:00+05:30,240.0,1
1401,22.1328125,240.0,2026-06-28 11:14:00+05:30,2026-06-28 11:18:00+05:30,60.0,0
1402,-9.41015625,60.0,2026-06-28 11:18:00+05:30,2026-06-28 11:19:00+05:30,120.0,0
1403,23.0078125,120.0,2026-06-28 11:19:00+05:30,2026-06-28 11:21:00+05:30,120.0,0
1404,-16.890625,120.0,2026-06-28 11:21:00+05:30,2026-06-28 11:23:00+05:30,120.0,0
1405,64.43359375,120.0,2026-06-28 11:23:00+05:30,2026-06-28 11:25:00+05:30,180.0,1
1406,-30.7734375,180.0,2026-06-28 11:25:00+05:30,2026-06-28 11:28:00+05:30,120.0,0
1407,36.7109375,120.0,2026-06-28 11:28:00+05:30,2026-06-28 11:30:00+05:30,60.0,0
1408,-5.87109375,60.0,2026-06-28 11:30:00+05:30,2026-06-28 11:31:00+05:30,60.0,0
1409,18.11328125,60.0,2026-06-28 11:31:00+05:30,2026-06-28 11:32:00+05:30,120.0,0
1410,-64.8125,120.0,2026-06-28 11:32:00+05:30,2026-06-28 11:34:00+05:30,60.0,0
1411,13.08203125,60.0,2026-06-28 11:34:00+05:30,2026-06-28 11:35:00+05:30,60.0,0
1412,-15.1796875,60.0,2026-06-28 11:35:00+05:30,2026-06-28 11:36:00+05:30,120.0,0
1413,28.66796875,120.0,2026-06-28 11:36:00+05:30,2026-06-28 11:38:00+05:30,240.0,1
1414,-99.46875,240.0,2026-06-28 11:38:00+05:30,2026-06-28 11:42:00+05:30,60.0,0
1415,35.80859375,60.0,2026-06-28 11:42:00+05:30,2026-06-28 11:43:00+05:30,60.0,0
1416,-72.87890625,60.0,2026-06-28 11:43:00+05:30,2026-06-28 11:44:00+05:30,60.0,0
1417,3.41796875,60.0,2026-06-28 11:44:00+05:30,2026-06-28 11:45:00+05:30,60.0,0
1418,-20.48828125,60.0,2026-06-28 11:45:00+05:30,2026-06-28 11:46:00+05:30,240.0,1
1419,115.33984375,240.0,2026-06-28 11:46:00+05:30,2026-06-28 11:50:00+05:30,240.0,1
1420,-26.4296875,240.0,2026-06-28 11:50:00+05:30,2026-06-28 11:54:00+05:30,60.0,0
1421,8.12109375,60.0,2026-06-28 11:54:00+05:30,2026-06-28 11:55:00+05:30,60.0,0
1422,-12.28125,60.0,2026-06-28 11:55:00+05:30,2026-06-28 11:56:00+05:30,420.0,2
1423,61.19140625,420.0,2026-06-28 11:56:00+05:30,2026-06-28 12:03:00+05:30,300.0,1
1424,-14.171875,300.0,2026-06-28 12:03:00+05:30,2026-06-28 12:08:00+05:30,180.0,1
1425,30.05859375,180.0,2026-06-28 12:08:00+05:30,2026-06-28 12:11:00+05:30,240.0,1
1426,-34.16796875,240.0,2026-06-28 12:11:00+05:30,2026-06-28 12:15:00+05:30,420.0,2
1427,73.33984375,420.0,2026-06-28 12:15:00+05:30,2026-06-28 12:22:00+05:30,180.0,1
1428,-43.21875,180.0,2026-06-28 12:22:00+05:30,2026-06-28 12:25:00+05:30,60.0,0
1429,26.96875,60.0,2026-06-28 12:25:00+05:30,2026-06-28 12:26:00+05:30,60.0,0
1430,-9.87890625,60.0,2026-06-28 12:26:00+05:30,2026-06-28 12:27:00+05:30,60.0,0
1431,1.4375,60.0,2026-06-28 12:27:00+05:30,2026-06-28 12:28:00+05:30,60.0,0
1432,-5.8671875,60.0,2026-06-28 12:28:00+05:30,2026-06-28 12:29:00+05:30,180.0,1
1433,149.9296875,180.0,2026-06-28 12:29:00+05:30,2026-06-28 12:32:00+05:30,180.0,1
1434,-49.91015625,180.0,2026-06-28 12:32:00+05:30,2026-06-28 12:35:00+05:30,120.0,0
1435,16.55859375,120.0,2026-06-28 12:35:00+05:30,2026-06-28 12:37:00+05:30,120.0,0
1436,-18.66796875,120.0,2026-06-28 12:37:00+05:30,2026-06-28 12:39:00+05:30,60.0,0
1437,53.3984375,60.0,2026-06-28 12:39:00+05:30,2026-06-28 12:40:00+05:30,120.0,0
1438,-13.62109375,120.0,2026-06-28 12:40:00+05:30,2026-06-28 12:42:00+05:30,120.0,0
1439,3.0703125,120.0,2026-06-28 12:42:00+05:30,2026-06-28 12:44:00+05:30,60.0,0
1440,-3.0703125,60.0,2026-06-28 12:44:00+05:30,2026-06-28 12:45:00+05:30,60.0,0
1441,5.7109375,60.0,2026-06-28 12:45:00+05:30,2026-06-28 12:46:00+05:30,120.0,0
1442,-7.078125,120.0,2026-06-28 12:46:00+05:30,2026-06-28 12:48:00+05:30,60.0,0
1443,8.13671875,60.0,2026-06-28 12:48:00+05:30,2026-06-28 12:49:00+05:30,120.0,0
1444,-9.8203125,120.0,2026-06-28 12:49:00+05:30,2026-06-28 12:51:00+05:30,120.0,0
1445,9.54296875,120.0,2026-06-28 12:51:00+05:30,2026-06-28 12:53:00+05:30,300.0,1
1446,-37.08203125,300.0,2026-06-28 12:53:00+05:30,2026-06-28 12:58:00+05:30,180.0,1
1447,16.47265625,180.0,2026-06-28 12:58:00+05:30,2026-06-28 13:01:00+05:30,60.0,0
1448,-16.25,60.0,2026-06-28 13:01:00+05:30,2026-06-28 13:02:00+05:30,120.0,0
1449,24.7578125,120.0,2026-06-28 13:02:00+05:30,2026-06-28 13:04:00+05:30,120.0,0
1450,-6.37890625,120.0,2026-06-28 13:04:00+05:30,2026-06-28 13:06:00+05:30,60.0,0
1451,82.37109375,60.0,2026-06-28 13:06:00+05:30,2026-06-28 13:07:00+05:30,60.0,0
1452,-11.98046875,60.0,2026-06-28 13:07:00+05:30,2026-06-28 13:08:00+05:30,120.0,0
1453,33.390625,120.0,2026-06-28 13:08:00+05:30,2026-06-28 13:10:00+05:30,180.0,1
1454,-27.03125,180.0,2026-06-28 13:10:00+05:30,2026-06-28 13:13:00+05:30,240.0,1
1455,44.87109375,240.0,2026-06-28 13:13:00+05:30,2026-06-28 13:17:00+05:30,120.0,0
1456,-14.76171875,120.0,2026-06-28 13:17:00+05:30,2026-06-28 13:19:00+05:30,60.0,0
1457,6.1015625,60.0,2026-06-28 13:19:00+05:30,2026-06-28 13:20:00+05:30,180.0,1
1458,-39.76171875,180.0,2026-06-28 13:20:00+05:30,2026-06-28 13:23:00+05:30,60.0,0
1459,9.37109375,60.0,2026-06-28 13:23:00+05:30,2026-06-28 13:24:00+05:30,60.0,0
1460,-12.05078125,60.0,2026-06-28 13:24:00+05:30,2026-06-28 13:25:00+05:30,60.0,0
1461,8.7890625,60.0,2026-06-28 13:25:00+05:30,2026-06-28 13:26:00+05:30,120.0,0
1462,-8.7890625,120.0,2026-06-28 13:26:00+05:30,2026-06-28 13:28:00+05:30,60.0,0
1463,27.08984375,60.0,2026-06-28 13:28:00+05:30,2026-06-28 13:29:00+05:30,60.0,0
1464,-21.98828125,60.0,2026-06-28 13:29:00+05:30,2026-06-28 13:30:00+05:30,60.0,0
1465,54.59765625,60.0,2026-06-28 13:30:00+05:30,2026-06-28 13:31:00+05:30,120.0,0
1466,-47.828125,120.0,2026-06-28 13:31:00+05:30,2026-06-28 13:33:00+05:30,60.0,0
1467,3.52734375,60.0,2026-06-28 13:33:00+05:30,2026-06-28 13:34:00+05:30,180.0,1
1468,-42.44921875,180.0,2026-06-28 13:34:00+05:30,2026-06-28 13:37:00+05:30,60.0,0
1469,18.2421875,60.0,2026-06-28 13:37:00+05:30,2026-06-28 13:38:00+05:30,60.0,0
1470,-47.05078125,60.0,2026-06-28 13:38:00+05:30,2026-06-28 13:39:00+05:30,300.0,1
1471,45.91796875,300.0,2026-06-28 13:39:00+05:30,2026-06-28 13:44:00+05:30,120.0,0
1472,-26.8203125,120.0,2026-06-28 13:44:00+05:30,2026-06-28 13:46:00+05:30,60.0,0
1473,36.3828125,60.0,2026-06-28 13:46:00+05:30,2026-06-28 13:47:00+05:30,120.0,0
1474,-30.6015625,120.0,2026-06-28 13:47:00+05:30,2026-06-28 13:49:00+05:30,120.0,0
1475,66.48046875,120.0,2026-06-28 13:49:00+05:30,2026-06-28 13:51:00+05:30,120.0,0
1476,-19.4609375,120.0,2026-06-28 13:51:00+05:30,2026-06-28 13:53:00+05:30,180.0,1
1477,29.4609375,180.0,2026-06-28 13:53:00+05:30,2026-06-28 13:56:00+05:30,60.0,0
1478,-18.0390625,60.0,2026-06-28 13:56:00+05:30,2026-06-28 13:57:00+05:30,60.0,0
1479,7.5,60.0,2026-06-28 13:57:00+05:30,2026-06-28 13:58:00+05:30,60.0,0
1480,-3.87109375,60.0,2026-06-28 13:58:00+05:30,2026-06-28 13:59:00+05:30,120.0,0
1481,7.828125,120.0,2026-06-28 13:59:00+05:30,2026-06-28 14:01:00+05:30,60.0,0
1482,-2.58984375,60.0,2026-06-28 14:01:00+05:30,2026-06-28 14:02:00+05:30,60.0,0
1483,3.83984375,60.0,2026-06-28 14:02:00+05:30,2026-06-28 14:03:00+05:30,60.0,0
1484,-0.98828125,60.0,2026-06-28 14:03:00+05:30,2026-06-28 14:04:00+05:30,240.0,1
1485,284.7890625,240.0,2026-06-28 14:04:00+05:30,2026-06-28 14:08:00+05:30,180.0,1
1486,-111.62890625,180.0,2026-06-28 14:08:00+05:30,2026-06-28 14:11:00+05:30,120.0,0
1487,51.3984375,120.0,2026-06-28 14:11:00+05:30,2026-06-28 14:13:00+05:30,60.0,0
1488,-7.078125,60.0,2026-06-28 14:13:00+05:30,2026-06-28 14:14:00+05:30,60.0,0
1489,21.33984375,60.0,2026-06-28 14:14:00+05:30,2026-06-28 14:15:00+05:30,180.0,1
1490,-45.98046875,180.0,2026-06-28 14:15:00+05:30,2026-06-28 14:18:00+05:30,60.0,0
1491,1.171875,60.0,2026-06-28 14:18:00+05:30,2026-06-28 14:19:00+05:30,180.0,1
1492,-31.48046875,180.0,2026-06-28 14:19:00+05:30,2026-06-28 14:22:00+05:30,60.0,0
1493,12.09765625,60.0,2026-06-28 14:22:00+05:30,2026-06-28 14:23:00+05:30,60.0,0
1494,-20.73828125,60.0,2026-06-28 14:23:00+05:30,2026-06-28 14:24:00+05:30,120.0,0
1495,8.5,120.0,2026-06-28 14:24:00+05:30,2026-06-28 14:26:00+05:30,120.0,0
1496,-27.55078125,120.0,2026-06-28 14:26:00+05:30,2026-06-28 14:28:00+05:30,120.0,0
1497,8.08984375,120.0,2026-06-28 14:28:00+05:30,2026-06-28 14:30:00+05:30,60.0,0
1498,-29.5,60.0,2026-06-28 14:30:00+05:30,2026-06-28 14:31:00+05:30,60.0,0
1499,19.48046875,60.0,2026-06-28 14:31:00+05:30,2026-06-28 14:32:00+05:30,60.0,0
1500,-50.08984375,60.0,2026-06-28 14:32:00+05:30,2026-06-28 14:33:00+05:30,480.0,2
1501,103.62109375,480.0,2026-06-28 14:33:00+05:30,2026-06-28 14:41:00+05:30,120.0,0
1502,-69.41015625,120.0,2026-06-28 14:41:00+05:30,2026-06-28 14:43:00+05:30,60.0,0
1503,26.98828125,60.0,2026-06-28 14:43:00+05:30,2026-06-28 14:44:00+05:30,60.0,0
1504,-3.0390625,60.0,2026-06-28 14:44:00+05:30,2026-06-28 14:45:00+05:30,60.0,0
1505,9.16796875,60.0,2026-06-28 14:45:00+05:30,2026-06-28 14:46:00+05:30,300.0,1
1506,-58.12890625,300.0,2026-06-28 14:46:00+05:30,2026-06-28 14:51:00+05:30,60.0,0
1507,18.62109375,60.0,2026-06-28 14:51:00+05:30,2026-06-28 14:52:00+05:30,60.0,0
1508,-1.3515625,60.0,2026-06-28 14:52:00+05:30,2026-06-28 14:53:00+05:30,60.0,0
1509,10.25,60.0,2026-06-28 14:53:00+05:30,2026-06-28 14:54:00+05:30,60.0,0
1510,-24.46875,60.0,2026-06-28 14:54:00+05:30,2026-06-28 14:55:00+05:30,60.0,0
1511,12.76171875,60.0,2026-06-28 14:55:00+05:30,2026-06-28 14:56:00+05:30,120.0,0
1512,-23.890625,120.0,2026-06-28 14:56:00+05:30,2026-06-28 14:58:00+05:30,60.0,0
1513,4.87890625,60.0,2026-06-28 14:58:00+05:30,2026-06-28 14:59:00+05:30,60.0,0
1514,-10.21875,60.0,2026-06-28 14:59:00+05:30,2026-06-28 15:00:00+05:30,300.0,1
1515,69.5390625,300.0,2026-06-28 15:00:00+05:30,2026-06-28 15:05:00+05:30,180.0,1
1516,-31.23046875,180.0,2026-06-28 15:05:00+05:30,2026-06-28 15:08:00+05:30,60.0,0
1517,0.94921875,60.0,2026-06-28 15:08:00+05:30,2026-06-28 15:09:00+05:30,60.0,0
1518,-0.0078125,60.0,2026-06-28 15:09:00+05:30,2026-06-28 15:10:00+05:30,180.0,1
1519,44.52734375,180.0,2026-06-28 15:10:00+05:30,2026-06-28 15:13:00+05:30,60.0,0
1520,-24.4375,60.0,2026-06-28 15:13:00+05:30,2026-06-28 15:14:00+05:30,60.0,0
1521,1.6796875,60.0,2026-06-28 15:14:00+05:30,2026-06-28 15:15:00+05:30,300.0,1
1522,-89.53125,300.0,2026-06-28 15:15:00+05:30,2026-06-28 15:20:00+05:30,60.0,0
1523,26.01953125,60.0,2026-06-28 15:20:00+05:30,2026-06-28 15:21:00+05:30,120.0,0
1524,-23.890625,120.0,2026-06-28 15:21:00+05:30,2026-06-28 15:23:00+05:30,60.0,0
1525,24.48046875,60.0,2026-06-28 15:23:00+05:30,2026-06-28 15:24:00+05:30,120.0,0
1526,-57.7109375,120.0,2026-06-28 15:24:00+05:30,2026-06-28 15:26:00+05:30,120.0,0
1527,24.04296875,120.0,2026-06-28 15:26:00+05:30,2026-06-28 15:28:00+05:30,60.0,0
1528,-17.33984375,60.0,2026-06-28 15:28:00+05:30,2026-06-28 15:29:00+05:30,60.0,0
1529,8.16796875,60.0,2026-06-28 15:29:00+05:30,2026-06-28 15:30:00+05:30,240.0,1
1530,-72.9375,240.0,2026-06-28 15:30:00+05:30,2026-06-28 15:34:00+05:30,60.0,0
1531,5.6171875,60.0,2026-06-28 15:34:00+05:30,2026-06-28 15:35:00+05:30,60.0,0
1532,-8.62890625,60.0,2026-06-28 15:35:00+05:30,2026-06-28 15:36:00+05:30,60.0,0
1533,0.08984375,60.0,2026-06-28 15:36:00+05:30,2026-06-28 15:37:00+05:30,60.0,0
1534,-1.6484375,60.0,2026-06-28 15:37:00+05:30,2026-06-28 15:38:00+05:30,240.0,1
1535,95.8671875,240.0,2026-06-28 15:38:00+05:30,2026-06-28 15:42:00+05:30,180.0,1
1536,-22.6875,180.0,2026-06-28 15:42:00+05:30,2026-06-28 15:45:00+05:30,60.0,0
1537,20.23046875,60.0,2026-06-28 15:45:00+05:30,2026-06-28 15:46:00+05:30,240.0,1
1538,-101.5625,240.0,2026-06-28 15:46:00+05:30,2026-06-28 15:50:00+05:30,120.0,0
1539,12.22265625,120.0,2026-06-28 15:50:00+05:30,2026-06-28 15:52:00+05:30,180.0,1
1540,-122.390625,180.0,2026-06-28 15:52:00+05:30,2026-06-28 15:55:00+05:30,180.0,1
1541,45.98046875,180.0,2026-06-28 15:55:00+05:30,2026-06-28 15:58:00+05:30,60.0,0
1542,-12.3828125,60.0,2026-06-28 15:58:00+05:30,2026-06-28 15:59:00+05:30,60.0,0
1543,27.6015625,60.0,2026-06-28 15:59:00+05:30,2026-06-28 16:00:00+05:30,180.0,1
1544,-33.1796875,180.0,2026-06-28 16:00:00+05:30,2026-06-28 16:03:00+05:30,60.0,0
1545,15.12109375,60.0,2026-06-28 16:03:00+05:30,2026-06-28 16:04:00+05:30,120.0,0
1546,-32.78125,120.0,2026-06-28 16:04:00+05:30,2026-06-28 16:06:00+05:30,60.0,0
1547,25.5390625,60.0,2026-06-28 16:06:00+05:30,2026-06-28 16:07:00+05:30,60.0,0
1548,-26.71875,60.0,2026-06-28 16:07:00+05:30,2026-06-28 16:08:00+05:30,240.0,1
1549,52.01953125,240.0,2026-06-28 16:08:00+05:30,2026-06-28 16:12:00+05:30,120.0,0
1550,-3.640625,120.0,2026-06-28 16:12:00+05:30,2026-06-28 16:14:00+05:30,120.0,0
1551,15.87890625,120.0,2026-06-28 16:14:00+05:30,2026-06-28 16:16:00+05:30,120.0,0
1552,-7.55859375,120.0,2026-06-28 16:16:00+05:30,2026-06-28 16:18:00+05:30,120.0,0
1553,26.73828125,120.0,2026-06-28 16:18:00+05:30,2026-06-28 16:20:00+05:30,60.0,0
1554,-14.75,60.0,2026-06-28 16:20:00+05:30,2026-06-28 16:21:00+05:30,240.0,1
1555,26.15234375,240.0,2026-06-28 16:21:00+05:30,2026-06-28 16:25:00+05:30,60.0,0
1556,-4.83984375,60.0,2026-06-28 16:25:00+05:30,2026-06-28 16:26:00+05:30,60.0,0
1557,2.71875,60.0,2026-06-28 16:26:00+05:30,2026-06-28 16:27:00+05:30,120.0,0
1558,-7.2109375,120.0,2026-06-28 16:27:00+05:30,2026-06-28 16:29:00+05:30,180.0,1
1559,99.41015625,180.0,2026-06-28 16:29:00+05:30,2026-06-28 16:32:00+05:30,480.0,2
1560,-141.9296875,480.0,2026-06-28 16:32:00+05:30,2026-06-28 16:40:00+05:30,60.0,0
1561,7.2109375,60.0,2026-06-28 16:40:00+05:30,2026-06-28 16:41:00+05:30,180.0,1
1562,-7.359375,180.0,2026-06-28 16:41:00+05:30,2026-06-28 16:44:00+05:30,60.0,0
1563,17.7890625,60.0,2026-06-28 16:44:00+05:30,2026-06-28 16:45:00+05:30,60.0,0
1564,-8.6015625,60.0,2026-06-28 16:45:00+05:30,2026-06-28 16:46:00+05:30,420.0,2
1565,168.7109375,420.0,2026-06-28 16:46:00+05:30,2026-06-28 16:53:00+05:30,60.0,0
1566,-14.4375,60.0,2026-06-28 16:53:00+05:30,2026-06-28 16:54:00+05:30,120.0,0
1567,78.27734375,120.0,2026-06-28 16:54:00+05:30,2026-06-28 16:56:00+05:30,240.0,1
1568,-55.0703125,240.0,2026-06-28 16:56:00+05:30,2026-06-28 17:00:00+05:30,300.0,1
1569,16.90234375,300.0,2026-06-28 17:00:00+05:30,2026-06-28 17:05:00+05:30,180.0,1
1570,-52.19140625,180.0,2026-06-28 17:05:00+05:30,2026-06-28 17:08:00+05:30,60.0,0
1571,31.90234375,60.0,2026-06-28 17:08:00+05:30,2026-06-28 17:09:00+05:30,120.0,0
1572,-14.98046875,120.0,2026-06-28 17:09:00+05:30,2026-06-28 17:11:00+05:30,60.0,0
1573,6.96875,60.0,2026-06-28 17:11:00+05:30,2026-06-28 17:12:00+05:30,60.0,0
1574,-13.08203125,60.0,2026-06-28 17:12:00+05:30,2026-06-28 17:13:00+05:30,120.0,0
1575,23.1328125,120.0,2026-06-28 17:13:00+05:30,2026-06-28 17:15:00+05:30,120.0,0
1576,-38.390625,120.0,2026-06-28 17:15:00+05:30,2026-06-28 17:17:00+05:30,60.0,0
1577,8.91015625,60.0,2026-06-28 17:17:00+05:30,2026-06-28 17:18:00+05:30,120.0,0
1578,-10.7890625,120.0,2026-06-28 17:18:00+05:30,2026-06-28 17:20:00+05:30,240.0,1
1579,93.62890625,240.0,2026-06-28 17:20:00+05:30,2026-06-28 17:24:00+05:30,120.0,0
1580,-32.30859375,120.0,2026-06-28 17:24:00+05:30,2026-06-28 17:26:00+05:30,180.0,1
1581,11.45703125,180.0,2026-06-28 17:26:00+05:30,2026-06-28 17:29:00+05:30,120.0,0
1582,-22.83984375,120.0,2026-06-28 17:29:00+05:30,2026-06-28 17:31:00+05:30,360.0,2
1583,67.5625,360.0,2026-06-28 17:31:00+05:30,2026-06-28 17:37:00+05:30,60.0,0
